,State Code,County Code,Site Num,Parameter Code,POC,Latitude,Longitude,Datum,Parameter Name,Sample Duration,Pollutant Standard,Metric Used,Method Name,Year,Units of Measure,Event Type,Observation Count,Observation Percent,Completeness Indicator,Valid Day Count,Required Day Count,Exceptional Data Count,Null Data Count,Primary Exceedance Count,Secondary Exceedance Count,Certification Indicator,Num Obs Below MDL,Arithmetic Mean,Arithmetic Standard Dev,1st Max Value,1st Max DateTime,2nd Max Value,2nd Max DateTime,3rd Max Value,3rd Max DateTime,4th Max Value,4th Max DateTime,1st Max Non Overlapping Value,1st NO Max DateTime,2nd Max Non Overlapping Value,2nd NO Max DateTime,99th Percentile,98th Percentile,95th Percentile,90th Percentile,75th Percentile,50th Percentile,10th Percentile,Local Site Name,Address,State Name,County Name,City Name,CBSA Name,Date of Last Change
3929,06,1,7,88101,1,37.687526,-121.784217,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 Annual 2006,Quarterly Means of Daily Means,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS - GRAVIMETRIC,2001,Micrograms/cubic meter (LC),No Events,93,98,Y,90,92,0,1,,,Certification not required,0,13.793548000000001,15.538324,107.5,2001-01-07 00:00,77.7,2001-01-01 00:00,57.1,2001-11-09 00:00,54.4,2001-01-22 00:00,,,,,77.7,57.1,26.2,17.5,12.6,9.3,4.6,Livermore,793 Rincon Ave.,California,Alameda,Livermore,"San Francisco-Oakland-Hayward, CA",2015-04-02
4042,06,1,1001,88101,1,37.535833000000004,-121.961823,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 Annual 2006,Quarterly Means of Daily Means,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS - GRAVIMETRIC,2001,Micrograms/cubic meter (LC),No Events,94,97,Y,89,92,0,3,,,Certification not required,0,12.878722999999999,9.702033,56.8,2001-01-01 00:00,51.0,2001-01-07 00:00,47.0,2001-01-22 00:00,39.6,2001-01-19 00:00,,,,,51.0,47.0,23.7,20.3,15.5,9.8,5.0,Fremont - Chapel Way,"40733 CHAPEL WAY., FREMONT",California,Alameda,Fremont,"San Francisco-Oakland-Hayward, CA",2015-04-02
4162,06,7,2,88101,1,39.757371,-121.843286,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 Annual 2006,Quarterly Means of Daily Means,R & P Model 2000 PM2.5 Sampler w/WINS - GRAVIMETRIC,2001,Micrograms/cubic meter (LC),No Events,59,93,Y,57,61,0,11,,,Certified,0,13.118644,12.77131,65.0,2001-01-19 00:00,56.0,2001-01-03 00:00,54.0,2001-01-31 00:00,35.0,2001-12-15 00:00,,,,,65.0,56.0,54.0,31.0,14.0,9.0,5.0,Chico-Manzanita Ave.,"468 MANZANITA AVE, CHICO",California,Butte,,"Chico, CA",2015-04-02
4211,06,9,1,88101,1,38.201852,-120.68156699999999,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 Annual 2006,Quarterly Means of Daily Means,R & P Model 2000 PM2.5 Sampler w/WINS - GRAVIMETRIC,2001,Micrograms/cubic meter (LC),No Events,61,98,Y,60,61,0,1,,,Certified,0,7.967213,4.301036,31.0,2001-01-19 00:00,18.0,2001-11-15 00:00,13.0,2001-03-08 00:00,13.0,2001-11-03 00:00,,,,,31.0,18.0,13.0,12.0,9.0,8.0,4.0,San Andreas-Gold Strike Road,"501 GOLD STRIKE ROAD, SAN ANDREAS",California,Calaveras,San Andreas,,2015-04-02
4244,06,11,1002,88101,1,39.202935,-122.017728,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 Annual 2006,Quarterly Means of Daily Means,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS - GRAVIMETRIC,2001,Micrograms/cubic meter (LC),No Events,121,94,Y,115,122,0,13,,,Certified,0,9.561983,6.431553,36.0,2001-01-07 00:00,32.0,2001-01-19 00:00,31.0,2001-11-06 00:00,27.0,2001-01-01 00:00,,,,,32.0,31.0,23.0,18.0,12.0,8.0,4.0,Colusa-Sunrise Blvd,"100 SUNRISE BLVD., COLUSA",California,Colusa,Colusa,,2015-04-02
4300,06,13,2,88101,1,37.936013,-122.026154,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 Annual 2006,Quarterly Means of Daily Means,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS - GRAVIMETRIC,2001,Micrograms/cubic meter (LC),No Events,197,92,Y,196,213,0,12,,,Certification not required,0,13.217766000000001,12.505376,85.4,2001-01-07 00:00,75.1,2001-01-20 00:00,68.2,2001-01-06 00:00,67.2,2001-01-01 00:00,,,,,67.2,43.3,29.6,17.7,11.4,8.3,4.6,Concord,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,"San Francisco-Oakland-Hayward, CA",2015-04-02
4304,06,13,2,88101,2,37.936013,-122.026154,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 Annual 2006,Quarterly Means of Daily Means,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS - GRAVIMETRIC,2001,Micrograms/cubic meter (LC),No Events,70,97,Y,59,61,0,1,,,Certification not required,0,12.652857000000001,15.203725,103.6,2001-01-07 00:00,68.3,2001-01-01 00:00,50.7,2001-11-09 00:00,46.8,2001-01-19 00:00,,,,,103.6,68.3,50.7,25.0,11.6,9.5,7.1,Concord,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,"San Francisco-Oakland-Hayward, CA",2015-04-02
4607,06,17,11,88101,1,38.944979,-119.97060900000001,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 Annual 2006,Quarterly Means of Daily Means,R & P Model 2000 PM2.5 Sampler w/WINS - GRAVIMETRIC,2001,Micrograms/cubic meter (LC),Events Excluded,61,98,Y,60,61,0,1,,,Certified,0,7.868852,4.776594,31.0,2001-01-01 00:00,16.0,2001-04-13 00:00,16.0,2001-11-15 00:00,15.0,2001-10-28 00:00,,,,,31.0,16.0,16.0,14.0,10.0,7.0,4.0,South Lake Tahoe-Sandy Way," 3337 Sandy Way, South Lake Tahoe, CA",California,El Dorado,South Lake Tahoe,"Sacramento--Roseville--Arden-Arcade, CA",2015-04-02
4608,06,17,11,88101,1,38.944979,-119.97060900000001,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 Annual 2006,Quarterly Means of Daily Means,R & P Model 2000 PM2.5 Sampler w/WINS - GRAVIMETRIC,2001,Micrograms/cubic meter (LC),Events Inclucded,62,98,Y,60,61,1,1,,,Certified,0,8.16129,5.2672620000000006,31.0,2001-01-01 00:00,26.0,2001-09-10 00:00,16.0,2001-04-13 00:00,16.0,2001-11-15 00:00,,,,,31.0,26.0,16.0,15.0,10.0,7.0,4.0,South Lake Tahoe-Sandy Way," 3337 Sandy Way, South Lake Tahoe, CA",California,El Dorado,South Lake Tahoe,"Sacramento--Roseville--Arden-Arcade, CA",2015-04-02
4609,06,17,11,88101,1,38.944979,-119.97060900000001,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 Annual 2006,Quarterly Means of Daily Means,R & P Model 2000 PM2.5 Sampler w/WINS - GRAVIMETRIC,2001,Micrograms/cubic meter (LC),Concurred Events Excluded,62,98,Y,60,61,1,1,,,Certified,0,8.16129,5.2672620000000006,31.0,2001-01-01 00:00,26.0,2001-09-10 00:00,16.0,2001-04-13 00:00,16.0,2001-11-15 00:00,,,,,31.0,26.0,16.0,15.0,10.0,7.0,4.0,South Lake Tahoe-Sandy Way," 3337 Sandy Way, South Lake Tahoe, CA",California,El Dorado,South Lake Tahoe,"Sacramento--Roseville--Arden-Arcade, CA",2015-04-02
4619,06,17,11,88101,2,38.944979,-119.97060900000001,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 Annual 2006,Quarterly Means of Daily Means,R & P Model 2000 PM2.5 Sampler w/WINS - GRAVIMETRIC,2001,Micrograms/cubic meter (LC),Concurred Events Excluded,61,95,Y,58,61,1,3,,,Certified,0,8.081967,5.342581,31.0,2001-01-01 00:00,26.0,2001-09-10 00:00,16.0,2001-10-28 00:00,16.0,2001-11-15 00:00,,,,,31.0,26.0,16.0,15.0,10.0,7.0,3.0,South Lake Tahoe-Sandy Way," 3337 Sandy Way, South Lake Tahoe, CA",California,El Dorado,South Lake Tahoe,"Sacramento--Roseville--Arden-Arcade, CA",2015-04-02
4620,06,17,11,88101,2,38.944979,-119.97060900000001,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 Annual 2006,Quarterly Means of Daily Means,R & P Model 2000 PM2.5 Sampler w/WINS - GRAVIMETRIC,2001,Micrograms/cubic meter (LC),Events Inclucded,61,95,Y,58,61,1,3,,,Certified,0,8.081967,5.342581,31.0,2001-01-01 00:00,26.0,2001-09-10 00:00,16.0,2001-10-28 00:00,16.0,2001-11-15 00:00,,,,,31.0,26.0,16.0,15.0,10.0,7.0,3.0,South Lake Tahoe-Sandy Way," 3337 Sandy Way, South Lake Tahoe, CA",California,El Dorado,South Lake Tahoe,"Sacramento--Roseville--Arden-Arcade, CA",2015-04-02
